age;job;marital;education;default;housing;loan;contact;month;day_of_week;duration;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y
38;2;0;1;1;1;0;1;8;2;121;4;999;0;0;-1.8;93.075;-47.1;1.405;5099.1;0
48;9;0;5;1;1;2;0;5;2;148;1;999;0;0;1.4;93.444;-36.1;4.97;5228.1;0
28;3;0;0;1;1;0;0;0;0;22;5;999;0;0;-1.8;92.893;-46.2;1.25;5099.1;0
50;4;0;5;1;2;1;1;0;1;153;3;999;0;0;1.1;93.994;-36.4;4.856;5191;0
29;2;0;2;0;0;2;1;1;1;281;3;999;0;0;1.4;94.465;-41.8;4.958;5228.1;0
38;0;0;4;0;1;0;1;0;2;177;3;999;0;0;1.1;93.994;-36.4;4.857;5191;0
18;7;1;6;0;0;2;1;5;1;297;1;999;0;0;-1.7;94.027;-38.3;0.9;4991.6;0
31;10;0;0;0;0;0;1;0;1;43;1;999;0;0;-1.8;92.893;-46.2;1.281;5099.1;0
34;0;0;0;0;0;0;0;4;1;487;5;999;0;0;1.4;93.918;-42.7;4.963;5228.1;0
38;2;0;2;0;0;0;1;1;4;43;9;999;0;0;1.4;94.465;-41.8;4.961;5228.1;0
57;2;1;1;0;0;0;1;0;2;26;5;12;1;2;-1.8;92.893;-46.2;1.244;5099.1;0
35;5;2;6;0;0;2;1;0;1;432;1;999;0;0;1.1;93.994;-36.4;4.856;5191;0
77;8;2;3;0;1;0;0;5;2;258;1;999;0;0;-1.7;94.027;-38.3;0.898;4991.6;0
29;0;1;0;1;0;2;0;4;4;532;1;999;0;0;1.4;93.918;-42.7;4.961;5228.1;0
46;6;0;2;0;1;2;0;4;0;153;2;999;0;0;1.4;93.918;-42.7;4.962;5228.1;0
21;7;1;1;0;0;2;0;1;1;286;2;999;0;0;-1.7;94.055;-39.8;0.767;4991.6;1
43;6;0;2;0;1;0;0;5;2;75;1;999;0;0;-2.9;92.201;-31.4;0.861;5076.2;0
43;2;0;0;1;1;0;0;4;3;294;2;999;0;0;1.4;93.918;-42.7;4.958;5228.1;0
31;5;0;2;0;1;0;0;7;4;146;2;12;3;1;-1.1;94.601;-49.5;0.982;4963.6;0
39;7;1;6;0;0;0;1;1;4;367;1;999;0;0;1.4;94.465;-41.8;4.961;5228.1;0
44;5;1;2;0;1;2;0;4;0;228;2;999;0;0;1.4;93.918;-42.7;4.963;5228.1;0
32;1;1;1;0;0;0;0;0;1;53;1;999;1;1;-1.8;92.893;-46.2;1.281;5099.1;0
43;4;1;1;1;1;0;0;0;1;79;1;999;1;1;-1.8;92.893;-46.2;1.281;5099.1;0
48;1;0;1;0;1;0;1;3;4;11;1;999;0;0;-1.1;94.199;-37.5;0.881;4963.6;0
28;0;1;4;0;1;0;1;0;0;557;1;999;0;0;1.1;93.994;-36.4;4.855;5191;0
36;0;0;0;0;0;2;0;0;1;55;1;999;1;1;-1.8;92.893;-46.2;1.281;5099.1;0
52;4;2;0;0;0;0;0;2;3;26;5;999;1;1;-0.1;93.2;-42;4.076;5195.8;0
34;1;1;1;0;0;0;0;0;3;541;3;999;1;1;-1.8;92.893;-46.2;1.327;5099.1;0
37;2;0;1;0;0;0;1;0;2;115;4;999;0;0;1.1;93.994;-36.4;4.857;5191;0
25;2;1;2;0;1;0;0;0;1;101;1;999;0;0;-1.8;92.893;-46.2;1.334;5099.1;0
48;5;2;3;0;1;0;0;5;4;69;1;999;0;0;1.4;93.444;-36.1;4.968;5228.1;0
36;4;1;3;0;0;0;1;0;2;113;4;999;0;0;1.1;93.994;-36.4;4.857;5191;0
27;5;1;3;0;1;0;1;0;4;148;1;999;0;0;1.1;93.994;-36.4;4.857;5191;0
34;0;0;0;0;0;0;0;8;2;151;2;999;0;0;-1.8;93.075;-47.1;1.405;5099.1;0
42;1;0;1;0;0;2;1;8;0;73;1;999;1;1;-1.8;93.075;-47.1;1.405;5099.1;0
37;0;0;0;1;0;0;0;4;3;117;1;999;0;0;1.4;93.918;-42.7;4.958;5228.1;0
41;0;0;0;1;1;0;1;1;3;142;2;999;0;0;1.4;94.465;-41.8;4.866;5228.1;0
51;0;0;0;1;0;0;0;2;4;62;1;999;0;0;-0.1;93.2;-42;4.153;5195.8;0
27;2;0;1;1;1;0;0;4;3;84;3;999;0;0;1.4;93.918;-42.7;4.968;5228.1;0
35;2;1;2;0;0;0;0;4;0;199;1;999;0;0;1.4;93.918;-42.7;4.957;5228.1;0
31;1;2;1;0;0;2;0;2;2;90;1;999;0;0;-0.1;93.2;-42;4.191;5195.8;0
31;0;1;0;0;0;0;1;3;2;5;1;999;0;0;-1.1;94.199;-37.5;0.879;4963.6;0
31;0;0;0;0;1;0;1;4;4;280;6;999;0;0;1.4;93.918;-42.7;4.961;5228.1;0
64;11;0;6;0;0;0;1;5;0;239;4;999;0;0;-1.7;94.027;-38.3;0.905;4991.6;1
33;6;0;2;0;0;0;0;0;4;35;6;999;0;0;-1.8;92.893;-46.2;1.344;5099.1;0
41;0;0;5;1;0;0;0;8;0;150;2;999;1;1;-1.8;93.075;-47.1;1.405;5099.1;0
34;2;1;1;0;1;0;1;1;4;423;1;999;0;0;1.4;94.465;-41.8;4.961;5228.1;0
41;2;0;0;0;0;0;0;2;1;135;1;999;0;0;-0.1;93.2;-42;4.12;5195.8;0
36;0;0;4;0;0;0;0;2;1;70;1;999;0;0;-0.1;93.2;-42;4.12;5195.8;0
59;8;0;3;1;0;0;1;1;1;59;8;999;0;0;1.4;94.465;-41.8;4.959;5228.1;0
56;6;0;0;0;0;0;1;1;4;941;3;999;0;0;1.4;94.465;-41.8;4.864;5228.1;1
59;8;0;3;0;1;0;1;0;3;422;3;999;0;0;1.1;93.994;-36.4;4.86;5191;0
32;2;1;2;0;2;1;0;2;0;59;1;999;0;0;-0.1;93.2;-42;4.021;5195.8;0
40;5;0;0;0;0;0;1;0;4;34;3;999;0;0;1.1;93.994;-36.4;4.857;5191;0
38;2;0;2;0;0;0;0;2;4;64;1;3;3;2;-3.4;92.649;-30.1;0.715;5017.5;1
34;2;0;3;0;0;0;1;0;4;248;2;999;0;0;1.1;93.994;-36.4;4.856;5191;0
41;11;0;6;0;1;0;0;5;2;258;2;999;0;0;1.4;93.444;-36.1;4.97;5228.1;0
33;2;1;1;0;1;0;0;4;2;31;1;999;0;0;1.4;93.918;-42.7;4.96;5228.1;0
31;5;1;1;0;0;2;0;5;1;113;2;999;0;0;1.4;93.444;-36.1;4.967;5228.1;0
29;0;2;0;0;0;0;0;0;1;168;4;999;1;1;-1.8;92.893;-46.2;1.281;5099.1;0
38;2;1;0;1;0;0;1;1;1;247;5;999;0;0;1.4;94.465;-41.8;4.962;5228.1;0
24;2;1;1;0;0;2;0;6;1;224;1;999;0;0;-1.8;92.843;-50;1.602;5099.1;1
34;2;1;4;0;1;0;0;0;3;22;11;999;0;0;-1.8;92.893;-46.2;1.327;5099.1;0
27;2;0;1;0;0;2;0;0;3;201;1;999;0;0;-1.8;92.893;-46.2;1.266;5099.1;0
32;0;0;1;0;1;0;0;0;0;319;1;999;1;1;-1.8;92.893;-46.2;1.313;5099.1;0
49;2;0;1;0;0;0;0;4;0;59;2;999;0;0;1.4;93.918;-42.7;4.963;5228.1;0
36;5;2;0;0;1;0;1;4;1;372;1;999;0;0;1.4;93.918;-42.7;4.962;5228.1;0
46;0;1;0;1;0;0;0;4;3;155;1;999;0;0;1.4;93.918;-42.7;4.963;5228.1;0
47;1;2;1;0;0;0;1;0;4;313;1;999;0;0;1.1;93.994;-36.4;4.857;5191;0
37;1;0;1;1;0;2;1;0;3;73;3;999;0;0;1.1;93.994;-36.4;4.86;5191;0
31;1;0;1;0;2;1;0;0;3;582;2;999;1;1;-1.8;92.893;-46.2;1.327;5099.1;0
36;5;0;2;0;0;2;1;0;4;232;4;999;0;0;1.1;93.994;-36.4;4.856;5191;0
30;5;1;2;0;0;0;0;3;0;173;2;15;4;1;-1.1;94.199;-37.5;0.879;4963.6;1
32;3;0;1;0;0;0;0;2;1;100;1;999;1;1;-0.1;93.2;-42;4.12;5195.8;0
54;6;0;2;0;0;0;0;1;1;42;1;999;0;0;-2.9;92.963;-40.8;1.26;5076.2;0
51;0;0;0;0;1;2;1;0;0;653;1;999;0;0;1.1;93.994;-36.4;4.855;5191;1
28;5;2;2;0;0;0;0;4;1;136;1;999;0;0;1.4;93.918;-42.7;4.962;5228.1;0
54;6;0;2;0;1;0;0;0;2;397;1;999;1;1;-1.8;92.893;-46.2;1.264;5099.1;1
31;2;0;1;1;0;0;1;0;4;101;13;999;0;0;1.1;93.994;-36.4;4.856;5191;0
57;2;0;4;0;1;0;0;0;0;259;1;999;1;1;-1.8;92.893;-46.2;1.259;5099.1;0
49;10;0;3;0;1;0;0;1;0;317;1;999;0;0;-2.9;92.963;-40.8;1.268;5076.2;0
45;0;0;4;1;0;0;1;0;1;157;3;999;0;0;1.1;93.994;-36.4;4.857;5191;0
33;6;0;2;1;0;2;0;8;4;258;8;999;0;0;-1.8;93.075;-47.1;1.423;5099.1;0
53;1;0;2;0;1;0;0;0;0;136;1;999;1;1;-1.8;92.893;-46.2;1.25;5099.1;0
26;7;1;0;0;0;0;0;6;2;1447;2;999;0;0;-1.8;92.843;-50;1.811;5099.1;1
31;5;0;2;0;1;0;0;5;3;56;2;999;0;0;1.4;93.444;-36.1;4.964;5228.1;0
32;0;0;0;0;0;0;1;0;4;999;3;999;0;0;1.1;93.994;-36.4;4.856;5191;0
29;5;0;1;1;1;0;0;4;3;321;1;999;0;0;1.4;93.918;-42.7;4.958;5228.1;0
31;5;1;1;0;1;0;0;5;4;191;1;999;0;0;1.4;93.444;-36.1;4.966;5228.1;0
29;7;1;6;0;1;0;1;0;2;1143;4;999;0;0;-1.8;92.893;-46.2;1.299;5099.1;0
49;0;0;0;1;1;2;1;0;1;667;3;999;0;0;1.1;93.994;-36.4;4.857;5191;0
26;2;1;2;0;0;2;0;0;4;15;7;999;0;0;-1.8;92.893;-46.2;1.291;5099.1;0
43;0;0;6;1;1;2;1;0;1;73;1;999;0;0;1.1;93.994;-36.4;4.859;5191;0
56;8;0;0;0;0;2;1;0;1;71;4;999;0;0;1.1;93.994;-36.4;4.856;5191;0
29;2;1;2;0;0;0;0;5;3;228;3;999;0;0;1.4;93.444;-36.1;4.968;5228.1;0
31;5;0;0;0;0;0;0;2;1;17;5;999;1;1;-0.1;93.2;-42;4.12;5195.8;0
50;0;0;0;1;0;0;0;4;4;215;3;999;0;0;1.4;93.918;-42.7;4.961;5228.1;0
37;5;0;3;0;0;0;1;4;4;242;6;999;0;0;1.4;93.918;-42.7;4.955;5228.1;0
42;0;0;5;1;0;2;1;0;2;105;1;999;0;0;1.1;93.994;-36.4;4.857;5191;0
30;1;0;0;1;0;0;0;2;2;209;1;999;0;0;-0.1;93.2;-42;4.191;5195.8;0
25;0;0;4;1;0;0;0;4;3;59;3;999;0;0;1.4;93.918;-42.7;4.958;5228.1;0
35;4;1;2;0;1;2;0;2;1;197;1;3;1;2;-0.1;93.2;-42;4.12;5195.8;0
37;3;0;1;1;1;0;0;2;3;68;1;999;1;1;-0.1;93.2;-42;4.076;5195.8;0
30;3;0;1;0;0;0;0;2;1;164;3;999;0;0;-0.1;93.2;-42;4.12;5195.8;0
33;0;0;4;1;0;2;1;0;0;1132;2;999;0;0;1.1;93.994;-36.4;4.855;5191;1
36;5;0;2;0;1;0;1;0;1;146;2;999;0;0;1.1;93.994;-36.4;4.857;5191;0
46;1;0;1;0;1;0;1;0;4;60;3;999;0;0;1.1;93.994;-36.4;4.857;5191;0
51;10;0;4;0;1;0;0;1;3;280;2;999;1;1;-2.9;92.963;-40.8;1.26;5076.2;1
33;5;1;3;0;0;0;0;5;4;396;2;999;0;0;1.4;93.444;-36.1;4.966;5228.1;1
26;3;0;6;0;1;0;1;0;0;194;3;999;0;0;1.1;93.994;-36.4;4.855;5191;0
40;0;2;1;1;1;0;1;0;3;155;6;999;0;0;1.1;93.994;-36.4;4.86;5191;0
25;0;1;1;0;1;0;0;0;0;1068;3;999;0;0;-1.8;92.893;-46.2;1.25;5099.1;1
38;6;0;0;1;1;0;1;0;0;772;1;999;0;0;1.1;93.994;-36.4;4.855;5191;1
54;2;1;2;0;1;0;0;0;2;337;1;999;0;0;-1.8;92.893;-46.2;1.264;5099.1;1
50;2;0;4;0;0;0;0;4;1;137;1;999;0;0;1.4;93.918;-42.7;4.963;5228.1;0
36;6;0;2;0;0;0;0;0;2;7;6;999;0;0;-1.8;92.893;-46.2;1.354;5099.1;0
43;2;1;2;0;0;0;0;5;0;213;2;999;0;0;1.4;93.444;-36.1;4.963;5228.1;0
57;6;2;2;1;1;0;0;8;2;322;2;999;0;0;-1.8;93.075;-47.1;1.405;5099.1;0
38;0;0;5;0;1;0;0;0;1;161;1;999;1;1;-1.8;92.893;-46.2;1.334;5099.1;0
27;2;1;1;0;0;0;1;0;0;137;2;999;0;0;1.1;93.994;-36.4;4.855;5191;0
35;6;0;2;0;0;0;0;2;1;400;1;999;0;0;-0.1;93.2;-42;4.12;5195.8;0
28;5;1;1;0;0;0;0;4;4;124;2;999;0;0;1.4;93.918;-42.7;4.961;5228.1;0
57;2;0;2;1;0;0;0;5;0;161;1;999;0;0;1.4;93.444;-36.1;4.966;5228.1;0
40;0;0;5;1;1;0;0;2;3;22;5;999;0;0;-0.1;93.2;-42;4.076;5195.8;0
43;0;0;4;0;1;2;0;4;4;197;2;999;0;0;1.4;93.918;-42.7;4.961;5228.1;0
34;5;2;3;0;0;0;0;8;0;122;1;999;1;1;-1.8;93.075;-47.1;1.405;5099.1;0
67;8;0;6;0;1;0;0;7;3;140;2;999;0;0;-3.4;92.431;-26.9;0.722;5017.5;0
48;2;2;1;0;0;0;0;2;2;309;1;999;0;0;-0.1;93.2;-42;4.191;5195.8;0
35;2;1;1;0;0;2;0;0;4;200;4;999;1;1;-1.8;92.893;-46.2;1.291;5099.1;0
27;2;1;2;0;1;0;0;0;2;409;1;1;1;2;-1.8;92.893;-46.2;1.299;5099.1;0
25;2;1;1;0;0;0;0;4;3;103;1;999;0;0;1.4;93.918;-42.7;4.963;5228.1;0
42;5;0;3;0;0;2;0;0;3;50;2;999;0;0;-1.8;92.893;-46.2;1.266;5099.1;0
47;2;2;2;0;0;0;1;0;2;208;2;999;0;0;1.1;93.994;-36.4;4.857;5191;0
49;3;0;2;0;0;0;0;2;0;13;2;999;0;0;-0.1;93.2;-42;4.021;5195.8;0
36;2;1;0;0;0;0;0;0;4;458;1;999;0;0;-1.8;92.893;-46.2;1.291;5099.1;1
35;5;0;3;0;1;0;1;1;2;200;3;999;0;0;1.4;94.465;-41.8;4.865;5228.1;0
29;0;0;5;0;0;0;0;2;2;127;1;999;0;0;-0.1;93.2;-42;4.191;5195.8;0
45;5;0;3;1;1;0;1;1;0;124;3;999;0;0;1.4;94.465;-41.8;4.967;5228.1;0
53;0;0;4;0;0;0;1;0;0;95;1;999;0;0;1.1;93.994;-36.4;4.859;5191;0
41;2;0;2;0;1;2;0;5;2;114;3;999;0;0;1.4;93.444;-36.1;4.965;5228.1;0
50;6;0;1;1;1;0;1;1;2;65;17;999;0;0;1.4;94.465;-41.8;4.961;5228.1;0
31;6;0;0;0;1;2;1;0;1;161;2;999;0;0;1.1;93.994;-36.4;4.858;5191;0
46;1;0;1;0;1;0;0;0;1;174;3;999;0;0;-1.8;92.893;-46.2;1.334;5099.1;0
36;0;0;1;1;1;0;1;0;1;713;4;999;0;0;1.1;93.994;-36.4;4.858;5191;0
43;0;1;3;0;1;0;1;1;3;133;1;999;0;0;1.4;94.465;-41.8;4.866;5228.1;0
48;3;0;0;1;0;0;1;0;4;201;1;999;0;0;1.1;93.994;-36.4;4.856;5191;0
31;1;0;1;0;2;1;0;0;3;215;2;999;1;1;-1.8;92.893;-46.2;1.327;5099.1;0
21;1;1;1;0;0;2;0;8;3;820;2;999;0;0;-1.8;93.075;-47.1;1.435;5099.1;0
56;1;0;1;1;1;0;0;0;0;310;1;999;0;0;-1.8;92.893;-46.2;1.25;5099.1;0
54;6;0;4;0;1;0;1;1;1;255;3;999;0;0;1.4;94.465;-41.8;4.962;5228.1;0
44;1;0;1;1;1;0;0;2;4;43;2;999;0;0;-0.1;93.2;-42;4.153;5195.8;0
31;10;0;2;0;1;0;0;5;4;91;1;999;0;0;1.4;93.444;-36.1;4.963;5228.1;0
50;2;0;2;0;1;0;0;5;4;587;2;999;1;1;-2.9;92.201;-31.4;0.859;5076.2;1
48;2;0;2;0;0;2;0;5;1;288;1;0;3;2;-1.7;94.027;-38.3;0.9;4991.6;1
26;4;1;2;0;0;0;0;1;1;181;2;999;0;0;-2.9;92.963;-40.8;1.244;5076.2;0
37;1;1;0;0;0;0;1;0;0;320;2;999;0;0;1.1;93.994;-36.4;4.859;5191;0
37;10;3;2;0;1;0;0;1;4;100;1;999;0;0;-2.9;92.963;-40.8;1.262;5076.2;0
50;1;0;6;1;1;0;1;0;4;144;1;999;0;0;1.1;93.994;-36.4;4.856;5191;0
47;2;0;2;0;0;0;0;5;4;653;5;999;0;0;1.4;93.444;-36.1;4.965;5228.1;0
41;0;1;0;0;1;0;0;0;1;128;1;999;0;0;-1.8;92.893;-46.2;1.334;5099.1;0
32;0;1;0;0;0;0;1;1;2;22;17;999;0;0;1.4;94.465;-41.8;4.961;5228.1;0
38;1;0;0;0;1;2;1;1;0;177;2;999;0;0;-2.9;92.963;-40.8;1.224;5076.2;0
48;5;0;3;0;1;0;0;4;4;288;1;999;1;1;-1.7;94.215;-40.3;0.876;4991.6;0
46;0;0;5;1;0;0;1;0;4;566;2;999;0;0;1.1;93.994;-36.4;4.856;5191;0
48;4;0;0;1;0;0;1;0;4;318;2;999;0;0;1.1;93.994;-36.4;4.856;5191;0
38;11;2;1;1;0;0;1;0;1;107;3;999;0;0;1.1;93.994;-36.4;4.857;5191;0
38;2;0;2;0;0;0;0;5;4;748;2;999;0;0;1.4;93.444;-36.1;4.965;5228.1;0
55;8;0;5;1;1;2;0;4;4;599;4;999;0;0;1.4;93.918;-42.7;4.961;5228.1;0
27;2;0;1;0;0;2;0;4;2;101;3;999;0;0;1.4;93.918;-42.7;4.962;5228.1;0
28;1;0;1;0;0;0;0;2;1;223;3;999;2;1;-1.1;94.767;-50.8;1.048;4963.6;0
29;0;1;0;0;1;0;1;1;2;411;1;999;0;0;1.4;94.465;-41.8;4.961;5228.1;0
47;1;2;5;0;1;0;0;4;4;149;2;999;0;0;1.4;93.918;-42.7;4.961;5228.1;0
34;7;1;5;1;0;0;1;0;3;1185;3;999;0;0;1.1;93.994;-36.4;4.86;5191;0
51;1;2;1;1;1;0;0;0;4;398;2;999;1;1;-1.8;92.893;-46.2;1.344;5099.1;0
40;2;2;2;0;0;2;0;5;1;65;1;999;0;0;1.4;93.444;-36.1;4.967;5228.1;0
38;2;0;1;0;0;0;1;1;2;169;1;999;0;0;1.4;94.465;-41.8;4.865;5228.1;0
42;0;0;5;0;1;0;0;0;2;212;1;999;0;0;-1.8;92.893;-46.2;1.299;5099.1;0
30;10;1;2;0;0;2;0;4;1;266;3;999;0;0;1.4;93.918;-42.7;4.963;5228.1;0
36;1;0;1;1;1;0;1;0;2;427;1;999;0;0;1.1;93.994;-36.4;4.857;5191;0
33;2;1;1;0;1;2;1;1;1;113;1;999;0;0;1.4;94.465;-41.8;4.962;5228.1;0
47;6;0;2;0;1;0;0;8;2;51;3;999;0;0;-1.8;93.075;-47.1;1.405;5099.1;0
33;2;0;2;0;0;0;0;3;3;272;2;999;0;0;-1.1;94.199;-37.5;0.878;4963.6;1
30;1;1;0;0;0;0;0;4;1;22;3;999;0;0;1.4;93.918;-42.7;4.963;5228.1;0
54;2;0;1;0;1;0;1;0;1;66;2;999;0;0;1.1;93.994;-36.4;4.858;5191;0
47;2;0;0;0;1;0;0;2;3;164;1;999;0;0;-0.1;93.2;-42;4.076;5195.8;0
32;5;1;2;0;0;0;0;2;1;58;1;999;0;0;-0.1;93.2;-42;4.12;5195.8;0
32;0;0;0;0;0;0;0;0;0;297;2;999;0;0;-1.8;92.893;-46.2;1.313;5099.1;0
38;4;0;0;0;0;0;1;0;1;26;1;999;2;1;-1.8;92.893;-46.2;1.281;5099.1;0
38;5;1;1;0;1;0;0;5;1;74;2;999;0;0;1.4;93.444;-36.1;4.964;5228.1;0
38;11;0;6;0;0;0;0;5;3;27;10;999;0;0;1.4;93.444;-36.1;4.962;5228.1;0
53;0;0;1;0;0;0;0;4;4;118;7;999;0;0;1.4;93.918;-42.7;4.961;5228.1;0
26;10;1;0;0;0;0;1;0;4;112;3;999;0;0;1.1;93.994;-36.4;4.857;5191;0
27;0;0;0;0;2;1;1;0;4;169;2;999;0;0;1.1;93.994;-36.4;4.856;5191;0
38;2;1;2;0;1;0;0;1;4;103;1;999;0;0;-2.9;92.963;-40.8;1.099;5076.2;0
41;1;0;1;1;0;0;1;0;2;679;2;999;0;0;1.1;93.994;-36.4;4.857;5191;1
39;4;2;1;0;1;0;0;3;4;261;1;3;1;2;-3.4;92.379;-29.8;0.788;5017.5;1
48;2;2;1;0;1;0;1;4;2;352;2;999;0;0;1.4;93.918;-42.7;4.96;5228.1;0
32;0;0;4;0;0;0;1;1;0;16;6;999;0;0;1.4;94.465;-41.8;4.959;5228.1;0
35;0;0;4;0;1;0;1;0;1;39;1;999;0;0;1.1;93.994;-36.4;4.857;5191;0
51;0;0;0;1;0;0;0;5;4;107;1;999;0;0;1.4;93.444;-36.1;4.966;5228.1;0
35;2;1;2;0;0;0;0;0;2;8;5;999;0;0;-1.8;92.893;-46.2;1.299;5099.1;0
60;0;0;5;1;0;0;0;8;2;18;4;999;0;0;-1.8;93.075;-47.1;1.405;5099.1;0
28;2;1;2;0;1;2;0;4;0;94;2;999;0;0;1.4;93.918;-42.7;4.963;5228.1;0
52;6;0;1;0;0;2;0;5;4;167;1;10;4;1;-2.9;92.201;-31.4;0.883;5076.2;1
35;0;0;0;0;1;0;1;1;4;497;2;999;0;0;1.4;94.465;-41.8;4.864;5228.1;0
27;2;1;2;0;1;0;0;0;4;134;1;3;1;2;-1.8;92.893;-46.2;1.266;5099.1;0
34;5;0;1;0;1;0;0;4;3;481;1;999;0;0;1.4;93.918;-42.7;4.963;5228.1;0
36;0;0;5;0;1;2;0;2;1;217;1;999;0;0;-0.1;93.2;-42;4.12;5195.8;0
28;0;0;0;1;1;0;1;0;3;140;1;999;0;0;1.1;93.994;-36.4;4.86;5191;0
32;2;0;2;0;0;2;1;0;2;175;1;999;0;0;1.1;93.994;-36.4;4.857;5191;0
49;0;2;4;1;1;0;0;4;2;1065;3;999;0;0;1.4;93.918;-42.7;4.962;5228.1;1
55;2;0;0;0;0;2;0;2;3;430;2;999;0;0;-0.1;93.2;-42;4.076;5195.8;0
50;5;0;1;0;0;0;0;9;2;229;1;999;1;1;-3;92.713;-33;0.717;5023.5;1
37;2;1;2;0;1;0;0;0;1;51;4;999;0;0;-1.8;92.893;-46.2;1.334;5099.1;0
35;0;2;0;0;2;1;1;1;2;276;3;999;0;0;1.4;94.465;-41.8;4.96;5228.1;0
58;11;0;0;0;0;0;0;9;3;154;1;999;1;1;-3;92.713;-33;0.72;5023.5;1
32;3;0;2;0;1;0;0;5;2;95;5;999;0;0;1.4;93.444;-36.1;4.965;5228.1;0
35;8;1;0;1;0;2;1;0;2;145;1;999;0;0;1.1;93.994;-36.4;4.857;5191;0
35;5;1;3;0;0;0;0;0;2;213;4;999;0;0;-1.8;92.893;-46.2;1.244;5099.1;0
26;2;1;1;1;1;0;0;0;3;136;3;999;0;0;-1.8;92.893;-46.2;1.266;5099.1;0
47;0;0;3;0;0;0;0;8;4;225;4;999;1;1;-1.8;93.075;-47.1;1.423;5099.1;0
29;0;1;0;0;1;0;0;0;1;68;1;999;0;0;-1.8;92.893;-46.2;1.281;5099.1;0
37;3;1;0;0;0;0;0;0;4;222;1;2;1;2;-1.8;92.893;-46.2;1.266;5099.1;0
32;5;1;1;0;1;0;1;4;1;239;11;999;0;0;1.4;93.918;-42.7;4.963;5228.1;0
46;1;0;1;0;0;0;0;4;2;181;2;999;0;0;1.4;93.918;-42.7;4.96;5228.1;0
36;1;0;1;0;1;2;1;0;1;166;5;999;0;0;1.1;93.994;-36.4;4.859;5191;0
35;2;0;2;0;1;0;0;1;3;121;4;999;0;0;-2.9;92.963;-40.8;1.26;5076.2;1
31;4;0;2;0;0;0;0;4;4;242;2;999;0;0;1.4;93.918;-42.7;4.962;5228.1;0
29;2;1;2;0;1;0;0;5;2;716;2;999;0;0;1.4;93.444;-36.1;4.965;5228.1;1
46;9;0;5;1;1;0;0;4;0;550;2;999;0;0;1.4;93.918;-42.7;4.963;5228.1;0
85;9;2;5;1;0;0;1;7;0;181;2;999;0;0;-3.4;92.431;-26.9;0.739;5017.5;0
29;5;1;0;0;1;0;0;0;3;20;1;999;0;0;-1.8;92.893;-46.2;1.266;5099.1;0
31;6;1;2;0;0;0;0;0;3;165;2;999;0;0;-1.8;92.893;-46.2;1.266;5099.1;0
34;0;0;5;0;0;0;0;4;3;54;1;999;0;0;1.4;93.918;-42.7;4.958;5228.1;0
29;5;1;3;0;0;2;0;2;0;215;1;999;0;0;-0.1;93.2;-42;4.021;5195.8;0
46;2;1;2;0;0;2;0;4;4;62;7;999;0;0;1.4;93.918;-42.7;4.961;5228.1;0
29;0;2;1;0;1;0;0;0;0;760;1;999;0;0;-1.8;92.893;-46.2;1.25;5099.1;1
54;0;1;5;0;1;0;1;0;3;253;3;999;0;0;1.1;93.994;-36.4;4.86;5191;0
26;6;1;2;0;0;0;0;2;2;112;5;999;0;0;-1.1;94.767;-50.8;1.039;4963.6;0
27;2;0;3;0;0;0;0;0;3;143;1;999;0;0;-1.8;92.893;-46.2;1.266;5099.1;0
57;6;0;5;1;0;0;0;0;0;10;5;999;1;1;-1.8;92.893;-46.2;1.25;5099.1;0
32;5;1;2;0;0;0;0;5;1;158;5;999;0;0;1.4;93.444;-36.1;4.965;5228.1;0
35;1;0;1;0;0;0;1;0;4;87;1;999;0;0;1.1;93.994;-36.4;4.856;5191;0
32;0;1;1;0;2;1;0;2;1;77;2;999;0;0;-0.1;93.2;-42;4.12;5195.8;0
59;8;0;0;0;1;0;0;4;2;551;4;999;0;0;1.4;93.918;-42.7;4.962;5228.1;0
29;0;0;0;0;0;0;0;0;3;193;1;999;0;0;-1.8;92.893;-46.2;1.327;5099.1;0
37;2;0;1;0;1;2;1;0;3;155;1;999;0;0;1.1;93.994;-36.4;4.86;5191;0
40;2;0;1;1;1;0;1;1;4;675;5;999;0;0;1.4;94.465;-41.8;4.961;5228.1;0
55;2;0;3;0;0;2;0;5;4;482;1;999;0;0;1.4;93.444;-36.1;4.968;5228.1;0
33;9;1;2;1;0;0;0;5;1;46;3;999;0;0;1.4;93.444;-36.1;4.967;5228.1;0
36;2;1;1;0;1;0;0;8;0;193;3;999;0;0;-1.8;93.075;-47.1;1.405;5099.1;0
59;2;0;1;0;1;0;1;1;2;204;4;999;0;0;1.4;94.465;-41.8;4.96;5228.1;0
34;0;1;0;0;1;0;0;0;3;484;3;999;0;0;-1.8;92.893;-46.2;1.266;5099.1;0
30;4;0;3;0;1;0;0;0;4;34;2;999;1;1;-1.8;92.893;-46.2;1.291;5099.1;0
29;2;0;1;0;1;0;0;4;3;48;7;999;0;0;1.4;93.918;-42.7;4.958;5228.1;0
34;0;1;0;0;1;0;0;0;2;281;2;999;1;1;-1.8;92.893;-46.2;1.299;5099.1;0
47;0;1;5;1;0;0;1;0;1;162;1;999;0;0;1.1;93.994;-36.4;4.856;5191;0
41;3;0;5;0;0;0;1;4;0;89;2;999;0;0;1.4;93.918;-42.7;4.959;5228.1;0
